Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1927-1928_00252-20220208_132734.jpg,1927-1928,De Rozenkavalier,29/11/1927,,False,651836,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00258-20220208_132829.jpg,1927-1928,Hoffmann's Vertellingenen,01/12/1927,,False,755556,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00262-20220208_132901.jpg,1927-1928,Lohengrin,03/12/1927,,False,607148,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00268-20220208_133000.jpg,1927-1928,Sn√©gourotchka,04/12/1927,,False,368963,Sn√©gourotchka,RUS,Nikolay Rimsky-Korsakov,1882,–°–Ω–µ–≥—É—Ä–æ—á–∫–∞,lentespel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00274-20220208_133049.jpg,1927-1928,Dansenreeks,04/12/1927,,True,653792,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00274-20220208_133049.jpg,1927-1928,Martha,04/12/1927,,True,653792,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00280-20220208_133130.jpg,1927-1928,Salom√©,06/12/1927,"gala, eerste opvoering in Antwerpen van Salom√©",True,603452,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00280-20220208_133130.jpg,1927-1928,De Vuurvogel,06/12/1927,"gala, eerste opvoering in Antwerpen van Salom√©",True,603452,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00285-20220208_133203.jpg,1927-1928,Sn√©gourotchka,08/12/1927,,False,367265,Sn√©gourotchka,RUS,Nikolay Rimsky-Korsakov,1882,–°–Ω–µ–≥—É—Ä–æ—á–∫–∞,lentespel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00291-20220208_133255.jpg,1927-1928,Salom√©,10/12/1927,,True,816468,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00291-20220208_133255.jpg,1927-1928,De Vuurvogel,10/12/1927,,True,816468,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00297-20220208_133337.jpg,1927-1928,Herbergprinses,11/12/1927,,False,797389,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00299-20220208_133352.jpg,1927-1928,De Rozenkavalier,11/12/1927,,False,443648,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00305-20220208_133436.jpg,1927-1928,Hoffmann's Vertellingenen,13/12/1927,gala,False,977395,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00309-20220208_133539.jpg,1927-1928,Salom√©,15/12/1927,,True,165189,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00309-20220208_133539.jpg,1927-1928,De Vuurvogel,15/12/1927,,True,165189,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00315-20220208_133642.jpg,1927-1928,Driemeisjeshuis,17/12/1927,,False,653591,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00321-20220208_133724.jpg,1927-1928,Hoffmann's Vertellingenen,18/12/1927,,False,309046,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00325-20220208_133750.jpg,1927-1928,Salom√©,18/12/1927,,True,463183,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00325-20220208_133750.jpg,1927-1928,De Vuurvogel,18/12/1927,,True,463183,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00331-20220208_133831.jpg,1927-1928,Sn√©gourotchka,20/12/1927,"gala, de leden van het Koninklijk algemeen Kleedingswerk aangeboden",False,922568,Sn√©gourotchka,RUS,Nikolay Rimsky-Korsakov,1882,–°–Ω–µ–≥—É—Ä–æ—á–∫–∞,lentespel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00337-20220208_133910.jpg,1927-1928,Driemeisjeshuis,22/12/1927,,False,177895,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00343-20220208_134239.jpg,1927-1928,Driemeisjeshuis,25/12/1927,,False,917259,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00349-20220208_134334.jpg,1927-1928,Salom√©,25/12/1927,,True,975354,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00349-20220208_134334.jpg,1927-1928,De Vuurvogel,25/12/1927,,True,975354,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00355-20220208_134414.jpg,1927-1928,Hoffmann's Vertellingenen,24/12/1927,,False,105367,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00359-20220208_134441.jpg,1927-1928,Salom√©,27/12/1927,,True,762133,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00359-20220208_134441.jpg,1927-1928,De Vuurvogel,27/12/1927,,True,762133,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00365-20220208_134521.jpg,1927-1928,Carmen,29/12/1927,,False,114833,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00369-20220208_134549.jpg,1927-1928,Carmen,31/12/1927,,False,695079,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00373-20220208_134613.jpg,1927-1928,Driemeisjeshuis,01/01/1928,,False,264626,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00379-20220208_134649.jpg,1927-1928,Salom√©,01/01/1928,,True,949465,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00379-20220208_134649.jpg,1927-1928,De Vuurvogel,01/01/1928,,True,949465,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00385-20220208_134726.jpg,1927-1928,Driemeisjeshuis,03/01/1928,,False,399219,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00391-20220208_134803.jpg,1927-1928,Carmen,05/01/1928,,False,605067,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00395-20220208_134824.jpg,1927-1928,De Rozenkavalier,07/01/1928,,False,242557,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00401-20220208_134907.jpg,1927-1928,Salom√©,08/01/1928,,True,467159,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00401-20220208_134907.jpg,1927-1928,De Vuurvogel,08/01/1928,,True,467159,De Vuurvogel,N/A,Igor Stravinsky,1910,The Firebird,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00407-20220208_134955.jpg,1927-1928,Carmen,08/01/1928,,False,723029,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00411-20220208_135017.jpg,1927-1928,De Golem,10/01/1928,"gala, eerste opvoering in Belgi√´",False,706916,De Golem,DUI,Eugen D'Albert,1926,Der Golem,mysterienspiel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00417-20220208_135125.jpg,1927-1928,Salom√©,12/01/1928,,True,288635,Salom√©,DUI,Richard Strauss,1905,Salome,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00417-20220208_135125.jpg,1927-1928,De Tooverbeiaard,12/01/1928,,True,288635,De Tooverbeiaard,N/A,Pick-Mangiagalli,?,?,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00423-20220208_135219.jpg,1927-1928,De Golem,14/01/1928,,False,832931,De Golem,DUI,Eugen D'Albert,1926,Der Golem,mysterienspiel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00429-20220208_135301.jpg,1927-1928,De Rozenkavalier,15/01/1928,,False,861089,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00435-20220208_135345.jpg,1927-1928,Sn√©gourotchka,15/01/1928,,False,971749,Sn√©gourotchka,RUS,Nikolay Rimsky-Korsakov,1882,–°–Ω–µ–≥—É—Ä–æ—á–∫–∞,lentespel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00441-20220208_135443.jpg,1927-1928,Driemeisjeshuis,17/01/1928,"gala, de leden van de Soci√©t√© Royale Sport Nautique Anversoire aangeboden",False,388536,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00447-20220208_140054.jpg,1927-1928,De Vliegende Hollander,19/01/1928,,False,184988,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holl√§nder,romantische oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00453-20220208_140153.jpg,1927-1928,De Tooverfluit,21/01/1928,,False,619548,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00457-20220208_140218.jpg,1927-1928,Carmen,22/01/1928,,False,243302,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00461-20220208_140245.jpg,1927-1928,De Golem,22/01/1928,,False,208172,De Golem,DUI,Eugen D'Albert,1926,Der Golem,mysterienspiel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00467-20220208_140436.jpg,1927-1928,Carmen,24/01/1928,,False,129371,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00471-20220208_140513.jpg,1927-1928,De Golem,26/01/1928,,False,537688,De Golem,DUI,Eugen D'Albert,1926,Der Golem,mysterienspiel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00487-20220208_140855.jpg,1927-1928,Faust,28/01/1928,,False,339499,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00493-20220208_140931.jpg,1927-1928,De Golem,29/01/1928,,False,861813,De Golem,DUI,Eugen D'Albert,1926,Der Golem,mysterienspiel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00499-20220208_141014.jpg,1927-1928,De Tooverfluit,29/01/1928,,False,444629,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00503-20220208_141042.jpg,1927-1928,Faust,31/01/1928,,False,194288,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00509-20220208_141120.jpg,1927-1928,Salom√©,02/02/1928,,False,528899,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00510-20220208_141127.jpg,1927-1928,Dansenreeks,02/02/1928,,False,517908,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00515-20220208_141205.jpg,1927-1928,Paganini,04/02/1928,,False,458900,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00515-20220208_141205.jpg,1927-1928,Paganini,05/02/1928,,False,652751,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00519-20220208_141230.jpg,1927-1928,Salom√©,05/02/1928,,False,916557,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00520-20220208_141236.jpg,1927-1928,Dansenreeks,05/02/1928,,False,207131,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00525-20220208_141309.jpg,1927-1928,Paganini,07/02/1928,,False,225753,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00529-20220208_141350.jpg,1927-1928,Faust,09/02/1928,,False,121281,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00535-20220208_141432.jpg,1927-1928,Salom√©,11/02/1928,,False,766979,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00536-20220208_141440.jpg,1927-1928,Dansenreeks,11/02/1928,,False,827430,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00541-20220208_141523.jpg,1927-1928,Paganini,12/02/1928,,False,354040,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00545-20220208_141549.jpg,1927-1928,Faust,12/02/1928,,False,218866,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00551-20220208_141636.jpg,1927-1928,De Walkure,14/02/1928,,False,875788,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00555-20220208_141717.jpg,1927-1928,Paganini,16/02/1928,,False,181501,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00559-20220208_141748.jpg,1927-1928,Carmen,18/02/1928,ter gelegenheid van carnaval,False,533875,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00563-20220208_141822.jpg,1927-1928,Faust,19/02/1928,ter gelegenheid van carnaval,False,161902,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00569-20220208_141912.jpg,1927-1928,Salom√©,19/02/1928,ter gelegenheid van carnaval,False,949667,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00570-20220208_141929.jpg,1927-1928,Dansenreeks,19/02/1928,,False,980436,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00575-20220208_142004.jpg,1927-1928,Driemeisjeshuis,20/02/1928,ter gelegenheid van carnaval,False,435237,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00581-20220208_142051.jpg,1927-1928,Paganini,21/02/1928,,False,769043,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00585-20220208_142117.jpg,1927-1928,De Rozenkavalier,23/02/1928,gala,False,348794,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00591-20220208_142213.jpg,1927-1928,De Walkure,25/02/1928,,False,204207,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00595-20220208_142239.jpg,1927-1928,Paganini,26/02/1928,,False,235103,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00599-20220208_142315.jpg,1927-1928,Driemeisjeshuis,26/02/1928,,False,448590,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00605-20220208_142400.jpg,1927-1928,De Koopman van Veneti√´,27/02/1928,Gastoptreden het Amsterdams Tooneel,False,148543,De Koopman van Veneti√´,?,?,?,Merchant of Venice,drama,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00607-20220208_142420.jpg,1927-1928,De Tooverfluit,28/02/1928,,False,880077,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00611-20220208_142447.jpg,1927-1928,De Geest,01/03/1928,,True,638404,De Geest,NL,Edward Verheyden,?,De Geest,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00611-20220208_142447.jpg,1927-1928,Het Zeevolk,01/03/1928,,True,638404,Het Zeevolk,N/A,N/A,N/A,N/A,N/A,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00615-20220208_142515.jpg,1927-1928,Faust,03/03/1928,,False,678773,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00621-20220208_142557.jpg,1927-1928,De Tooverfluit,04/03/1928,,False,751596,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00625-20220208_142629.jpg,1927-1928,De Geest,04/03/1928,,True,520001,De Geest,NL,Edward Verheyden,?,De Geest,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00625-20220208_142629.jpg,1927-1928,Het Zeevolk,04/03/1928,,True,520001,Het Zeevolk,N/A,N/A,N/A,N/A,N/A,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00629-20220208_142732.jpg,1927-1928,Paganini,06/03/1928,"Gala, de leden van Antwerp Bicycle Club aangeboden",False,218515,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00633-20220208_142828.jpg,1927-1928,Salom√©,08/03/1928,,False,664142,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00634-20220208_142836.jpg,1927-1928,Dansenreeks,08/03/1928,,False,953113,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00639-20220208_142918.jpg,1927-1928,Paganini,10/03/1928,,False,543782,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00643-20220208_143009.jpg,1927-1928,De Walkure,11/03/1928,,False,437674,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00647-20220208_143039.jpg,1927-1928,Driemeisjeshuis,11/03/1928,,False,100699,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00653-20220208_143140.jpg,1927-1928,Faust,13/03/1928,,False,866517,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00659-20220208_143236.jpg,1927-1928,Hoffmann's Vertellingenen,15/03/1928,,False,929418,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00663-20220208_143322.jpg,1927-1928,De Geest,17/03/1928,,True,708029,De Geest,NL,Edward Verheyden,?,De Geest,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00663-20220208_143322.jpg,1927-1928,Quinten Massys,17/03/1928,,True,708029,Quinten Massys,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00669-20220208_143423.jpg,1927-1928,Salom√©,18/03/1928,,False,860910,De Tragedie van Salom√©,N/A,Florent Schmitt,1907,La Trag√©die de Salom√©,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00670-20220208_143434.jpg,1927-1928,Dansenreeks,18/03/1928,,False,914579,Dansenreeks,?,?,?,?,ballet,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00675-20220208_143513.jpg,1927-1928,Herbergprinses,18/03/1928,,False,786914,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00677-20220208_143529.jpg,1927-1928,Driemeisjeshuis,20/03/1928,,False,931697,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00683-20220208_143616.jpg,1927-1928,De Rozenkavalier,22/03/1928,"Gala, de leden der Antwerpse afdeling van de K.B.W.B. aangeboden",False,291325,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00689-20220208_143706.jpg,1927-1928,Beatrijs,24/03/1928,"Gala, aallereerste opvoering (creatie) van Beatrijs",False,133357,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00693-20220208_143745.jpg,1927-1928,Faust,25/03/1928,,False,643941,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00699-20220208_143835.jpg,1927-1928,Paganini,25/03/1928,,False,105023,Paganini,DUI,Franz Leh‡r,1925,Paganini,operetta,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00703-20220208_143917.jpg,1927-1928,De Walkure,27/03/1928,Gala,False,594886,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00707-20220208_143948.jpg,1927-1928,Beatrijs,29/03/1928,,False,581193,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00711-20220208_144022.jpg,1927-1928,De Rozenkavalier,31/03/1928,,False,484093,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00717-20220208_144057.jpg,1927-1928,Carmen,01/04/1928,,False,321426,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00721-20220208_144125.jpg,1927-1928,Beatrijs,01/04/1928,,False,426502,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,FÈ Derickx & Bernard Tokkie
1927-1928_00725-20220208_144154.jpg,1927-1928,Carmen,03/04/1928,,False,894379,Carmen,FR,Georges Bizet,1875,Carmen,op√©ra comique,1927-1928,FÈ Derickx & Bernard Tokkie
